KODE,NAMA_BAHAN,KATEGORI,SUMBER,AIR_g,ENERGI_kal,PROTEIN_g,LEMAK_g,KH_g,SERAT_g,ABU_g,KALSIUM_mg,FOSFOR_mg,BESI_mg,NATRIUM_mg,KALIUM_mg,TEMBAGA_mg,SENG_mg,RETINOL_mcg,BKAROTEN_mcg,KARTOTAL_mcg,THIAMIN_mg,RIBOFLAVIN_mg,NIASIN_mg,VIT_C_mg,BDD_pct
ER055,"Mangga benggala, segar",Buah,KZGMI-2001,84.4,63,2.4,,,,,13,0.2,,79.0,,0.1,,10,,,,0.4,43,,
ER056,"Mangga gedung, segar",Buah,DABM-1964,87.4,44,0.7,,,,,10,0.2,,83.6,,0.1,,113,,,,0.3,30,,
ER057,"Mangga golek, segar",Buah,DABM-1964,82.2,63,0.5,,,,,10,0.7,,118.1,,0.1,,160,,,,0.4,65,,
ER058,"Mangga harumanis, segar",Buah,DABM-1964,86.6,46,0.4,,,,,9,0.2,,88.9,,0.1,,120,,,,0.3,6,,
ER059,"Mangga indramayu, segar",Buah,DABM-1964,80.2,72,0.8,,,,,10,1.9,,131.4,,0.1,,178,,,,0.5,16,,
ER060,"Mangga kopek, segar",Buah,DABM-1964,84.5,56,0.4,,,,,10,1.7,,102.9,,0.1,,139,,,,0.4,27,,
ER061,"Mangga kwini, segar",Buah,KZGMI-2001,78.6,86,0.7,,,,,11,0.2,,16.0,,0.1,,932,,,,0.5,18,,
ER062,"Mangga manalagi, segar",Buah,KZGMI-2001,66.5,133,1.0,,,,,23,1.0,,161.0,,0.0,0,4,,,,0.6,61,,
ER063,"Mangga muda, segar",Buah,DABM-1964,83.7,59,0.5,,,,,11,0.4,,108.2,,0.1,,146,,,,0.4,2,,
ER064,"Manggis, segar",Buah,DABM-1964,83.0,63,0.6,,,,,12,0.8,,61.9,,0.1,,0,,,,0.3,5,,
ER065,"Markisa, segar",Buah,KZGPI- 1990,64.7,144,3.5,,,,,203,1.4,,453.8,,0.1,0,969,,,,2.0,10,,
ER066,"Matoa, segar",Buah,KZGMI-2001,76.5,90,1.2,,,,,40,0.6,,190.0,,0.6,,2,,,,0.5,54,,
ER067,"Melon, segar",Buah,BKP,90.8,37,0.6,,,,,14,0.4,,167.0,,0.1,,1,,,,0.0,0,,
ER068,"Menteng, segar",Buah,DABM-1964,79.0,65,1.7,,,,,20,0.8,,,,,,,,,,,,,
ER069,"Nanas palembang, segar",Buah,KZGMI-2001,85.5,58,0.7,,,,,15,0.6,,117.0,,0.1,,17,,,,0.2,11,,
ER070,"Nanas, segar",Buah,KZGPI- 1990,88.9,40,0.6,,,,,14,0.9,,111.0,,0.1,0,17,,,,0.2,22,,
ER071,"Nangka masak pohon, segar",Buah,DABM-1964,,106,0.3,3.7,,19,0.9,,407.0,,246.6,1.4,,,,,,7,,,,
ER072,"Pala, daging, segar",Buah,DABM-1964,,42,0.2,0.5,,24,1.5,,,,,,,,,,,22,,,,
ER073,"Pepaya, segar",Buah,DABM-1964,,46,12.0,1.6,,12,1.7,,221.0,,0.0,0.3,,,,,,78,,,,
ER074,"Pisang ambon, segar",Buah,KZGMI-2001,,108,0.8,1.9,,30,0.2,,0.0,,0.2,0.2,,,,,,9,,,,
ER075,"Pisang angleng (pisang ampyang), segar",Buah,DABM-1964,,68,0.2,0.8,,26,0.6,,215.7,,0.0,0.0,,,,,,6,,,,
ER076,"Pisang ayam, segar",Buah,KZGMI-2001,,120,0.2,4.1,,61,0.4,,392.0,,0.1,0.3,,,,,,26,,,,
ER077,"Pisang gapi, segar",Buah,KZGMI-2001,,131,0.1,11.7,,40,0.3,,392.0,,0.1,0.3,,,,,,13,,,,
ER078,"Pisang goroho, segar",Buah,KZGMI-2001,,119,0.2,4.6,,30,0.2,,359.0,,0.1,0.3,,,,,,10,,,,
ER079,"Pisang hijau, segar",Buah,KZGPI- 1990,,121,0.1,0.4,,37,0.9,,529.4,,0.3,0.6,,,,,,13,,,,
ER080,"Pisang kayu, segar",Buah,KZGMI-2001,,100,0.5,2.6,,0,0.1,,493.0,,0.1,0.3,,,,,,11,,,,
ER081,"Pisang kepok, segar",Buah,KZGMI-2001,,109,0.5,5.7,,30,0.5,,300.0,,0.1,0.2,,,,,,9,,,,
ER082,"Pisang ketip, segar",Buah,KZGMI-2001,,145,0.3,6.6,,54,0.1,,726.0,,0.2,0.5,,,,,,95,,,,
ER083,"Pisang kidang, segar",Buah,KZGPI- 1990,,96,0.2,0.6,,173,0.6,,418.8,,0.2,0.5,,,,,,2,,,,
ER084,"Pisang lampung, segar",Buah,DABM-1964,,99,0.2,4.3,,19,0.9,,475.0,,0.3,0.5,,,,,,4,,,,
ER085,"Pisang mas bali ampenan, segar",Buah,KZGMI-2001,,92,0.2,3.7,,29,1.2,,272.0,,0.2,0.4,,,,,,11,,,,
ER086,"Pisang mas bali kopang, segar",Buah,KZGMI-2001,,127,0.2,3.7,,0,0.1,,616.0,,0.1,0.4,,,,,,17,,,,
ER087,"Pisang mas, segar",Buah,DABM-1964,,127,0.2,1.4,,25,0.8,,392.0,,195.8,0.5,,,,,,2,,,,
ER088,"Pisang raja sereh, segar",Buah,KZGPI- 1990,,108,0.3,0.7,,38,0.1,,522.6,,0.3,0.6,,,,,,2,,,,
ER089,"Pisang raja, segar",Buah,DABM-1964,,120,0.2,5.3,,22,0.8,,582.2,,0.3,0.7,,,,,,10,,,,
ER090,"Pisang rotan, segar",Buah,KZGPI- 1990,,98,1.2,1.0,,51,1.1,,406.9,,0.2,0.5,,,,,,2,,,,
ER091,"Pisang talas, segar",Buah,KZGMI-2001,,113,0.2,4.4,,22,0.6,,48.0,,0.3,0.1,,,,,,9,,,,
ER092,Pisang tujuh bulan,Buah,KZGMI-2001,,94,0.2,3.7,,20,0.2,,4.0,,0.1,0.4,,,,,,6,,,,
ER093,"Pisang ua, segar",Buah,KZGMI-2001,,128,0.5,8.1,,28,0.7,,382.0,,0.2,0.3,,,,,,4,,,,
ER094,"Pisang uli, segar",Buah,KZGPI- 1990,,134,0.5,1.4,,53,0.9,,650.3,,0.3,0.7,,,,,,3,,,,
ER095,"Purut, segar",Buah,KZGPI- 1990,81.1,76,4.1,,,,,,,,10,285.2,,,,,,0.01,,,34,
ER096,"Rambutan binjai, segar",Buah,KZGMI-2001,81.0,76,0.5,,,,,,,,22,120.0,0.2,0.2,,,,0.19,,,40,
ER097,"Rambutan, segar",Buah,DABM-1964,80.5,69,0.9,,,,,,,,16,104.2,0.2,0.1,,,,0.00,,,40,
ER098,"Salak bali, segar",Buah,KZGPI- 1990,85.1,57,0.5,,,,,,,,,,0.1,0.2,,,,0.00,,,93,
ER099,"Salak medan, segar",Buah,KZGMI-2001,78.1,55,0.4,,,,,,,,39,113.0,0.2,0.3,,,,0.04,,,93,
ER100,"Salak pondoh, segar",Buah,KZGPI- 1990,77.9,87,0.8,,,,,,,,,,0.1,0.2,,,,0.00,,,59,
ER101,"Salak, segar",Buah,DABM-1964,78.0,77,0.4,,,,,,,,,,0.1,0.2,,,,0.04,,,93,
ER102,"Sawo duren, segar",Buah,KZGPI- 1990,87.3,64,1.0,,,,,,,,13,111.4,0.0,0.1,,,,0.01,,,64,
ER103,"Sawo kecik, segar",Buah,KZGPI- 1990,73.8,111,0.9,,,,,,,,28,117.8,0.0,0.1,,,,0.00,,,83,
ER104,"Sawo Manila, segar",Buah,DABM-1964,75.5,92,0.5,,,,,,,,26,110.2,0.0,0.1,,,,0.01,,,79,
ER105,"Semangka, segar",Buah,DABM-1964,92.1,28,0.5,,,,,,,,7,93.8,0.0,0.1,,,,0.05,,,46,
ER106,"Sirsak, segar",Buah,DABM-1964,81.7,65,1.0,,,,,,,,2,298.9,0.1,1.0,,,,0.07,,,68,
ER107,"Sowa, segar",Buah,KZGMI-2001,87.7,48,1.6,,,,,,,,9,0.0,0.1,1.5,,,,0.15,,,,
ER108,"Srikaya, segar",Buah,KZGPI- 1990,83.4,63,1.1,,,,,,,,,,,,,,,0.08,,,48,
ER109,"Sukun muda, segar",Buah,KZGPI- 1990,69.4,119,1.4,,,,,,,,24,414.4,0.1,0.1,,,,0.17,,,84,
ER110,"Sukun tua, segar",Buah,KZGPI- 1990,67.8,126,1.6,,,,,,,,25,436.0,0.1,0.1,,,,0.18,,,88,
ER111,"Vigus, segar",Buah,KZGMI-2001,88.0,44,2.4,,,,,,,,2,180.0,0.1,0.2,,,,0.26,,,,
ER112,"Wani, segar",Buah,KZGPI- 1990,81.2,74,0.8,,,,,,,,,,,,,,,0.08,,,77,
EP001,Barongko,Buah,KZGMI-2001,66.7,159,3.1,,,,,,,,46,78.0,0.3,0.6,,,,,,,100,
EP002,Dodol nanas,Buah,KZGMI-2001,16.1,338,1.5,,,,,,,,,,,,,,,0.30,,,100,
EP003,Getuk pisang,Buah,KZGPI- 1990,63.7,144,1.1,,,,,,,,,,,,,,,0.55,,,100,
EP004,Keripik lampung,Buah,KZGPI- 1990,5.0,485,1.7,,,,,,,,,,,,,,,0.34,,,100,
EP005,Ledre pisang,Buah,KZGPI- 1990,3.6,405,4.8,,,,,,,,,,,,,,,0.41,,,100,
EP006,Lempog durian,Buah,KZGPI- 1990,25.2,320,3.5,,,,,,,,,,,,,,,0.05,,,100,
EP007,Loka anjoro,Buah,KZGMI-2001,63.3,163,1.1,,,,,,,,,,,,,,,,,,,
EP008,Rica-rica taipa,Buah,KZGMI-2001,86.7,49,1.6,,,,11,,,,,,,0.5,,,,,,0.18,,
EP009,Rujak aceh,Buah,KZGMI-2001,78.7,82,0.4,,,,,,,,,,,,,,,,,0.22,,0.03
EP010,Sale kesemek,Buah,KZGMI-2001,25.0,296,1.1,,,,,,,,,,,,,,,,,,,
EP011,Sale pisang siam,Buah,KZGPI- 1990,28.9,281,2.4,,,,41,,,,,,,,,,,,,0.10,,
EP012,"Sale pisang, cilacap",Buah,KZGPI- 1990,27.1,295,2.3,,,,47,,,,,,,,,,,,,0.14,,
EP013,Sanggara belanda,Buah,KZGMI-2001,47.1,242,6.4,,,,,,,,,,,,,,,,,,,
EP014,Tepung Pisang,Buah,BKP,13.8,338,2.9,,,,23,,,,,,,0.1,,,,,,0.02,,0.02
EP015,Tepung Sukun,Buah,BKP,10.1,353,2.9,,,,100,,,,,,,0.1,,,,,,0.40,,0.02
FR001,"Anak sapi, daging, gemuk, segar",Daging & Unggas,DABM-1964,,184,,0.0,5.2,,,2.2,490.1,,0.17,3.3,,,,0.13,0.17,,100,,,
FR002,"Anak sapi, daging, kurus, segar",Daging & Unggas,DABM-1964,,174,,0.0,1.4,,,2.9,399.8,,0.14,2.7,,,,0.08,0.14,,100,,,
FR003,"Anak sapi, daging, sedang, segar",Daging & Unggas,DABM-1964,,190,,0.0,0.9,,,2.9,412.7,,0.14,2.8,,,,0.14,0.15,,100,,,
FR004,"Angsa, daging, segar",Daging & Unggas,DABM-1964,,349,,0.0,1.0,,,1.8,299.2,,0.26,1.7,,,,0.10,0.24,,60,,,
FR005,"Ayam, daging, segar",Daging & Unggas,DABM-1964,,298,,0.0,0.9,,,1.5,385.9,,0.11,0.6,,,,0.08,0.14,,58,,,
FR006,"Ayam, dideh/darah, segar",Daging & Unggas,DABM-1964,,75,,0.7,1.6,,,1.3,234.0,,,,,,,0.02,,,100,,,
FR007,"Ayam, hati, segar",Daging & Unggas,KZGMS- 1993,,261,,1.6,1.5,,,15.8,22.9,,0.84,0.0,,,28000,0.64,4.38,,100,,,
FR008,"Babi, daging, gemuk,segar",Daging & Unggas,DABM-1964,,453,,0.0,1.1,,,1.8,819.3,,0.22,0.4,,,,0.58,0.59,,100,,,
FR009,"Babi, daging, kurus, segar",Daging & Unggas,DABM-1964,,371,,0.0,0.9,,,2.1,706.3,,0.19,0.4,,,,0.67,0.33,,100,,,
FR010,"Babi, ginjal, segar",Daging & Unggas,DABM-1964,,110,,0.8,1.2,,,8.0,390.0,,0.71,3.2,,,,0.58,1.59,,100,,,
FR011,"Babi, hati, segar",Daging & Unggas,DABM-1964,,129,,1.7,1.5,,,18.0,447.0,,0.58,0.1,,,,0.40,1.16,,100,,,
FR012,"Bebek (itik), daging, segar",Daging & Unggas,DABM-1964,,321,,0.0,1.1,,,1.8,199.0,,0.21,1.2,,,,0.10,0.28,,60,,,
FR013,"Bebek alabio, daging, segar",Daging & Unggas,KZGMI-2001,,303,,3.7,1.0,,,4.8,260.0,,0.70,2.0,,,,0.36,0.04,,100,,,
FR014,"Belibis, daging, segar",Daging & Unggas,KZGMI-2001,,131,,2.8,1.4,,,9.6,104.0,,1.20,1.6,,,,0.37,0.08,,100,,,
FR015,"Burung, sarang, segar",Daging & Unggas,DABM-1964,,281,,32.1,5.3,,,3.0,,,,,,,,,,,100,,,
FR016,"Domba, daging, gemuk, segar",Daging & Unggas,DABM-1964,,317,,0.0,0.8,,,2.4,242.1,,0.11,3.7,,,,0.14,0.23,,100,,,
FR017,"Domba, daging, kurus, segar",Daging & Unggas,DABM-1964,,202,,0.0,1.8,,,2.6,355.0,,0.08,2.8,,,,0.15,0.26,,100,,,
FR018,"Domba, ginjal, segar",Daging & Unggas,DABM-1964,,100,,1.0,1.3,,,9.2,276.0,,0.48,2.4,,,,0.51,2.35,,100,,,
FR019,"Kambing, daging, segar",Daging & Unggas,DABM-1964,,149,,0.0,3.9,,,1.0,268.7,,0.31,4.9,,,,0.09,0.23,,100,,,
FR020,"Kelinci, daging, segar",Daging & Unggas,FCTEA-1972,,142,,0.0,1.0,,,1.0,371.1,,,,,,0,0.11,0.11,,100,,,
FR021,"Kerbau, daging, segar",Daging & Unggas,DABM-1964,80.0,79,18.7,0.5,0.0,0.0,,,,,3.3,,,,1.6,,,,0.06,0.17,5.0,
FR022,"Kuda, daging, segar",Daging & Unggas,DABM-1964,76.0,113,18.1,4.1,0.9,0.0,,,,,2.7,,,,2.5,0,,,0.07,0.07,3.0,
FR023,"Sapi, babat, segar",Daging & Unggas,DABM-1964,76.7,108,17.6,4.2,0.0,0.0,,,,,1.0,,,,2.2,0,,,0.15,0.17,1.7,
FR024,"Sapi, daging, gemuk, segar",Daging & Unggas,DABM-1964,60.0,273,17.5,22.0,0.0,0.0,,,,,2.6,,,,6.4,12,,,0.08,0.18,7.3,
FR025,"Sapi, daging, kurus, segar",Daging & Unggas,DABM-1964,69.0,174,19.6,10.0,0.0,0.0,,,,,2.9,,,,4.9,6,,,0.07,0.51,1.2,
FR026,"Sapi, daging, lemak sedang, segar",Daging & Unggas,DABM-1964,66.0,201,18.8,14.0,0.0,0.0,,,,,2.8,,,,5.2,9,,,0.08,0.56,1.3,
FR027,"Sapi, daleman, segar",Daging & Unggas,KZGMI-2001,70.1,183,12.0,14.4,1.4,0.0,,,,,1.8,,,,0.8,,,,0.31,0.22,8.4,
FR028,"Sapi, dideh/darah",Daging & Unggas,DABM-1964,75.6,98,21.9,1.1,0.0,0.0,,,,,1.3,,,,0.2,15,,,0.01,0.03,0.9,
FR029,"Sapi, ginjal, segar",Daging & Unggas,DABM-1964,74.9,137,15.0,8.1,0.9,0.0,,,,,7.9,,,,,348,,,0.37,1.22,6.1,
FR030,"Sapi, keleponan, segar",Daging & Unggas,KZGMI-2001,83.8,84,10.5,4.6,0.2,0.0,,,,,2.1,,,,1.7,857,,,0.10,0.14,0.30,
FR031,"Sapi, liver, segar",Daging & Unggas,DABM-1964,69.7,132,19.7,3.2,6.0,0.0,,,,,6.6,,,,2.3,13303,,,0.26,1.52,11.4,
FR032,"Sapi, otak, segar",Daging & Unggas,DABM-1964,78.9,123,10.4,8.6,0.8,0.0,,,,,3.6,,,,0.9,0,,,0.23,0.19,3.9,
FR033,"Sapi, usus, segar",Daging & Unggas,DABM-1964,76.7,126,14.0,7.2,1.5,0.0,,,,,4.0,,,,,61,,,0.08,0.33,0.2,
FR034,Ulat sagu segar,Daging & Unggas,KZGMI-2001,65.9,241,5.8,21.6,5.8,2.8,,,,,0.5,,,,7.7,,,,0.17,1.45,0.10,
FP001,"Ayam, ampela, goreng",Daging & Unggas,KZGMS- 1993,4.8,270,32.3,11.2,9.9,0.0,,,,,4.9,,,,3.3,56,,0,0.21,,4.72,
FP002,"Ayam, usus, goreng",Daging & Unggas,KZGPI-1990,4.6,473,45.2,26.3,13.9,0.0,,,,,8.4,,,,,6,,224,0.57,,0.00,
FP003,"Bebek, daging, goreng",Daging & Unggas,KZGMI-2001,48.8,300,24.0,20.7,4.5,0.0,,,,,4.1,,,,3.0,,,,0.10,0.40,10.6,
FP004,"Buaya, daging, dendeng, mentah",Daging & Unggas,KZGMI-2001,12.3,365,49.6,4.8,30.8,,,,,,4.3,,,,11.6,,,,,,0.20,
FP005,Ham,Daging & Unggas,DABM-1964,42.0,384,16.9,35.0,0.3,0.0,,,,,2.5,,,,0.4,0,,,0.70,0.95,9.7,
FP006,"Itik alabio, daging, dendeng, mentah",Daging & Unggas,KZGMI-2001,12.7,496,30.3,33.5,18.4,,,,,,12.5,,,,0.3,,,,,,,
FP007,Kerupuk urat,Daging & Unggas,KZGMI-2001,3.6,588,53.7,40.9,1.2,,,,,,1.3,,,,0.2,2802,,,,,,
FP008,"Menjangan, daging, dendeng, mentah",Daging & Unggas,KZGMI-2001,14.3,322,55.8,2.0,22.7,,,,,,2.1,,,,3.2,3391,,,,,,
FP009,"Punai, daging, goreng",Daging & Unggas,KZGMI-2001,54.5,224,26.2,11.3,4.4,,,,,,3.1,,,,1.6,,,,,,,
FP010,"Rusa, daging, dendeng, mentah",Daging & Unggas,KZGMI-2001,18.3,536,40.5,41.5,0.0,,,,,,13.4,,,,10.7,285,,,,,,0.20
FP011,"Sapi, abon",Daging & Unggas,KZGPI-1990,7.1,212,18.0,10.6,59.3,7.5,,,,,12.3,,,,,0,,138,0.17,,,
FP012,"Sapi, abon, asli",Daging & Unggas,KZGPI-1990,24.8,358,14.6,16.1,38.6,2.5,,,,,14.6,,,,,3,,144,0.13,,,
FP013,"Sapi, daging, asap",Daging & Unggas,DABM-1964,60.0,182,32.0,6.0,0.0,0.0,,,,,5.0,,,,5.1,6,,,0.12,,,5.9
FP014,"Sapi, daging, dendeng, mentah",Daging & Unggas,DABM-1964,25.0,301,55.0,9.0,0.0,,,,,,5.1,,,,,0,,,0.10,,,
FP015,"Sapi, daging, kornet",Daging & Unggas,DABM-1964,53.0,289,16.0,25.0,0.0,0.0,,,,,4.0,,,,4.0,0,,,0.01,,,2.7
FP016,"Sapi, daging, sosis (Worst)",Daging & Unggas,DABM-1964,37.6,448,14.5,42.3,2.3,,,,,,1.1,,,,1.7,0,,,0.10,,,4.9
FP017,"Sapi, hati, sosis (liverworst)",Daging & Unggas,DABM-1964,56.6,274,16.0,22.0,3.0,2.3,,,,,4.0,,,,2.2,1201,,,0.20,,,4.0
FP018,"Sapi, paru, dendeng, mentah",Daging & Unggas,KZGMI-2001,9.7,360,57.3,6.0,19.2,,,,,,21.1,,,,6.1,2827,,,,,,
FP019,"Sapi, paru, goreng",Daging & Unggas,KZGMS- 1993,45.5,268,23.9,12.7,14.5,,,,,,8.8,,,,1.5,790,,,,,,
FP020,"Ulat sagu, panggang",Daging & Unggas,KZGMI-2001,41.3,380,11.9,30.3,14.9,4.8,,,,,1.5,,,,14.2,,,,0.50,,,0.10
FP021,"Ayam goreng church texas, dada",Daging & Unggas,KZGPI- 1990,42.2,338,35.2,20.6,0.4,0.0,,,,,5.6,,,,1.1,16,,80,0.52,,,12.1
FP022,"Ayam goreng church,texas paha",Daging & Unggas,KZGPI- 1990,50.3,287,31.0,15.7,1.7,0.0,,,,,4.1,,,,1.5,22,,30,0.66,,,5.3
FP023,"Ayam goreng church texas, sayap",Daging & Unggas,KZGPI- 1990,47.2,295,34.0,16.0,1.5,0.0,,,,,3.0,,,,1.2,13,,50,0.44,,,6.2
FP024,"Ayam goreng kalasan, paha",Daging & Unggas,KZGPI- 1990,46.2,275,37.4,12.2,1.3,0.0,,,,,5.8,,,,1.5,10,,50,0.10,,,
FP025,"Ayam goreng kentucky, dada",Daging & Unggas,KZGPI- 1990,46.5,298,34.2,16.8,0.1,0.0,,,,,5.5,,,,1.0,36,,50,0.19,,,0.0
FP026,"Ayam goreng Kentucky, paha",Daging & Unggas,KZGPI- 1990,48.7,286,32.1,16.1,1.1,0.0,,,,,6.9,,,,2.3,31,,20,0.50,,,5.5
FP027,"Ayam goreng Kentucky,sayap",Daging & Unggas,KZGPI- 1990,44.7,297,35.9,15.2,1.6,0.0,,,,,4.4,,,,1.4,22,,70,0.73,,,6.5
FP028,Ayam goreng mbok berek dada,Daging & Unggas,KZGPI- 1990,43.4,295,39.2,13.6,1.0,0.0,,,,,5.4,,,,,8,,50,0.19,,,
FP029,"Ayam goreng pasundan, dada",Daging & Unggas,KZGPI-1990,50.1,246,37.9,9.0,0.7,0.0,,,,,7.5,,,,,6,,70,0.16,,,0.00
FP030,"Ayam goreng pasundan, paha",Daging & Unggas,KZGPI-1990,52.8,245,33.1,11.4,0.3,0.0,,,,,7.3,,,,,8,,40,0.37,,,0.00
FP031,"Ayam goreng pioneer, dada",Daging & Unggas,KZGPI-1990,,295,,0.6,2.7,,,6.8,,,,,16,,,,,,,,,
FP032,"Ayam goreng sukabumi, dada",Daging & Unggas,KZGPI-1990,,244,,1.0,3.4,,,6.1,,,,,20,,,,,,,,,
FP033,"Ayam goreng sukabumi, paha",Daging & Unggas,KZGPI-1990,,283,,0.5,3.6,,,5.4,,,,,11,,,,,,,,,
FP034,"Ayam taliwang, masakan",Daging & Unggas,KZGMI-2001,,264,,2.7,1.5,,,2.0,408.0,,0.40,,1067,,,,,,,,,
FP035,"Babi hutan masak rica, masakan",Daging & Unggas,KZGMI-2001,,491,,0.2,2.7,,,1.2,327.0,,0.20,,2193,,,,,,,,,
FP036,Beef burger,Daging & Unggas,KZGMS- 1993,,258,,32.5,2.2,,,2.6,189.1,,,,218,,,,,,,,,
FP037,"Beef teriyaki, masakan",Daging & Unggas,KZGMS- 1993,,151,,22.3,0.9,,,2.3,,,,,22,,,,,,,,,
FP038,"Beef yakiniku, masakan",Daging & Unggas,KZGMS- 1993,,132,,20.7,0.8,,,2.0,,,,,78,,,,,,,,,
FP039,Brongkos,Daging & Unggas,KZGPI-1990,,141,,12.6,2.4,,,5.1,,,,,4,,,,,,,,,
FP040,"Bulgogi, masakan",Daging & Unggas,KZGMS- 1993,,72,,1.4,0.7,,,2.5,,,,,17,,,,,,,,,
FP041,"Chicken teriyaki, masakan",Daging & Unggas,KZGMS- 1993,,168,,7.5,1.7,,,3.1,,,,,68,,,,,,,,,
FP042,"Chikiniku, masakan",Daging & Unggas,KZGMS- 1993,,143,,22.8,0.6,,,2.0,,,,,27,,,,,,,,,
FP043,"Coto mangkasara, kuda, masakan",Daging & Unggas,KZGMI-2001,,96,,3.8,0.9,,,2.3,31.0,,0.10,,,,,,,,,,,
FP044,"Coto mangkasara, sapi, masakan",Daging & Unggas,KZGMI-2001,,84,,1.4,0.7,,,4.0,25.0,,0.30,,,,,,,,,,,
FP045,"Djibokum, masakan",Daging & Unggas,KZGMS- 1993,,248,,40.9,3.4,,,2.8,,,,,52,,,,,,,,,
FP046,"Empal (daging) Goreng, masakan",Daging & Unggas,KZGMS- 1993,,248,,10.1,2.0,,,6.4,,,,,112,,,,,,,,,
FP047,Gulai kambing,Daging & Unggas,KZGMI-2001,,126,,6.2,1.8,,,1.3,138.0,,0.20,,151,,,,,,,,,
FP048,"Jangang bintatoeng, masakan",Daging & Unggas,KZGMI-2001,,107,,16.5,2.4,,,2.5,406.0,,0.20,,,,,,,,,,,
FP049,"Kalio ayam, masakan",Daging & Unggas,KZGMS- 1993,,203,,4.4,1.4,,,4.2,,,,,105,,,,,,,,,
FP050,"Kalio jeroan, masakan",Daging & Unggas,KZGMS- 1993,,163,,4.1,1.5,,,7.1,,,,,298,,,,,,,,,
FP051,"Kalio kikil (tunjang), masakan",Daging & Unggas,KZGMS- 1993,,122,,3.9,1.3,,,3.4,,,,,36,,,,,,,,,
FP052,"Kalio otak, masakan",Daging & Unggas,KZGMS- 1993,,157,,11.4,1.4,,,3.3,,,,,32,,,1040,,,,0,100,
FP053,"Lawar babi, masakan",Daging & Unggas,KZGPI-1990,,174,,3.0,1.2,,,3.0,,,,,,,0,,,,0.00,,100,
FP054,"Lawar penyu, masakan",Daging & Unggas,KZGPI-1990,,141,,7.6,1.6,,,6.0,,,,,,,0,,,,0.00,,100,
FP055,"Lawara jangang, masakan",Daging & Unggas,KZGMI-2001,,159,,10.1,1.6,,,1.5,2368.0,,0.10,,14,,,,,0.16,,,100,
FP056,"Naan maran sapi, masakan",Daging & Unggas,KZGMI-2001,,478,,5.1,7.9,,,11.8,320.0,,0.60,,33,,,,,,0.20,,100,
FP057,"Nasu likku, masakan",Daging & Unggas,KZGMI-2001,,196,,15.9,2.3,,,1.0,470.0,,0.30,,,,,,,0.24,1.50,,100,
FP058,"Oramu ninahu ndawa olaho, masakan",Daging & Unggas,KZGMI-2001,,117,,4.3,0.1,,,2.0,727.0,,0.30,,4095,,,,,0.04,1.70,,100,
FP059,"Paniki masak santan, masakan",Daging & Unggas,KZGMI-2001,,460,,7.2,3.7,,,5.5,532.0,,0.40,,954,,,,,0.19,,,100,
FP060,"Pelolah manuk, masakan",Daging & Unggas,KZGMI-2001,,219,,4.4,2.3,,,1.6,,,,,137,,,1940,,,,0,100,
FP061,"Rawon, masakan",Daging & Unggas,KZGPI-1990,,60,,4.0,2.1,,,3.3,,,,,10,,,1235,,,,0,100,
FP062,"Rendang sapi, masakan",Daging & Unggas,KZGPI-1990,,193,,7.8,3.8,,,14.9,,,,,21,,,534,,,0.00,,100,
FP063,"RW, anjing, masakan",Daging & Unggas,KZGMI-2001,,198,,0.9,3.0,,,4.0,226.0,,0.10,,256,,,,,0.20,,,100,
FP064,"Sate, penyu, masakan",Daging & Unggas,KZGPI-1990,,179,,13.3,3.3,,,14.4,,,,,,,0,,,,0.00,,100,
FP065,"Sate pusut, masakan",Daging & Unggas,KZGMI-2001,,274,,13.6,2.8,,,2.7,,,,,133,,0,,,,0.00,,100,
FP066,"Penyu, serapah, masakan",Daging & Unggas,KZGPI-1990,,174,,2.2,1.2,,,9.5,507.0,,0.80,,1302,,,,,,,,100,
FP067,"Sie reuboh, masakan",Daging & Unggas,KZGMI-2001,,474,,11.7,2.2,,,1.3,176.0,,2.40,,141,,9,,,0.26,,,100,
FP068,"Sop buntut, masakan",Daging & Unggas,KZGMS- 1993,,71,,2.2,0.6,,,3.2,,,,,119,,,2900,,,,0,100,
FP069,"Sop daging sapi, masakan",Daging & Unggas,KZGMS- 1993,,49,,5.3,0.9,,,2.2,,,,,101,,,3320,,,,0,100,
FP070,"Sop kaki sapi, masakan",Daging & Unggas,KZGMS- 1993,,68,,3.7,0.9,,,2.2,,,,,48,,,150,,,,0,100,
FP071,"Sop kambing, masakan",Daging & Unggas,KZGMS- 1993,,34,,1.1,1.0,,,1.6,,,,,48,,,80,,,,0,100,
FP072,"Sop konro, masakan",Daging & Unggas,KZGMI-2001,,71,,4.5,0.5,,,4.6,25.0,,0.30,,,,,,,0.02,10.9 0,0,100,
FP073,"Sop saudara, masakan",Daging & Unggas,KZGMI-2001,,89,,3.9,1.5,,,9.0,50.0,,0.20,,,,,,,0.12,2.00,0,100,
FP074,"Soto bandung, masakan",Daging & Unggas,KZGPI-1990,89.9,42,3.9,1.7,2.8,0.4,,,,,1.8,,,,,,6,20,0,,,
FP075,"Soto banjar, masakan",Daging & Unggas,KZGMI-2001,83.7,110,2.9,9.5,3.2,,,,,,0.3,,,0.00,,,12,,770,,,
FP076,"Soto betawi, masakan",Daging & Unggas,KZGPI-1990,75.9,135,2.5,8.8,11.5,0.5,,,,,1.9,,,,,,6,,336,,,
